age,gender,height_cm,weight_kg,activity_level,goal,diet_type,budget_rs,workout_time_min,daily_calories
22,0,181,67,4,2,2,310,60,1291.25
29,0,159,65,3,0,0,278,62,1498.75
28,1,158,85,4,2,2,122,21,1302.5
22,0,176,67,4,2,0,194,24,1260.0
25,1,162,48,3,2,0,259,29,972.5
23,0,168,65,2,2,1,343,54,1185.0
25,1,170,81,1,1,0,116,25,1552.5
19,0,173,87,1,1,0,211,70,1656.25
20,0,187,75,1,0,1,202,60,1818.75
23,1,153,65,1,2,2,185,59,1096.25
29,0,173,70,5,2,2,134,27,1236.25
27,0,184,85,1,2,0,129,41,1465.0
20,0,152,79,3,0,2,291,64,1640.0
23,0,153,82,1,1,0,278,75,1461.25
23,0,186,68,4,2,2,203,27,1327.5
19,0,189,55,1,1,2,264,26,1436.25
24,1,184,85,2,0,2,221,43,1885.0
29,1,180,73,3,1,0,233,34,1515.0
19,1,174,91,3,2,1,389,45,1507.5
23,0,189,47,5,1,2,323,22,1336.25
18,1,162,45,4,1,2,124,38,1177.5
20,0,153,63,3,0,2,112,89,1486.25
19,0,163,90,2,0,0,329,53,1823.75
24,0,162,93,1,0,1,201,47,1822.5
21,0,176,66,3,0,0,302,56,1655.0
25,1,155,58,2,1,2,366,29,1228.75
23,0,166,93,1,1,0,321,82,1652.5
29,1,185,58,5,0,2,203,79,1596.25
27,0,189,88,3,0,2,210,46,1926.25
21,1,184,60,3,2,0,168,25,1250.0
22,1,166,77,2,2,2,357,51,1302.5
26,1,151,57,4,0,2,267,33,1388.75
24,1,162,82,5,1,1,392,65,1517.5
27,1,151,93,4,0,0,148,48,1743.75
26,1,177,56,3,1,0,349,85,1341.25
24,0,175,82,4,1,2,174,74,1593.75
29,1,171,83,1,2,2,300,67,1358.75
18,0,152,77,5,0,0,133,26,1630.0
29,1,184,77,4,0,0,210,76,1780.0
25,0,161,73,1,1,0,336,80,1411.25
21,1,173,49,2,0,2,131,62,1471.25
20,1,154,50,4,2,1,308,54,967.5
24,0,169,75,5,2,1,231,38,1286.25
29,1,188,60,1,0,2,205,64,1635.0
20,1,188,75,4,0,2,132,82,1830.0
25,1,162,69,2,2,2,142,57,1182.5
23,0,161,92,4,0,0,206,31,1811.25
22,1,162,90,1,1,2,364,69,1607.5
21,0,159,77,4,0,0,325,48,1658.75
25,1,182,57,5,1,1,278,84,1387.5
25,1,189,54,3,0,2,321,74,1601.25
29,0,165,68,1,0,2,224,65,1566.25
18,1,184,54,1,2,0,375,87,1205.0
26,1,152,85,1,1,0,266,49,1475.0
22,0,154,75,1,2,0,250,48,1202.5
21,1,175,57,4,0,1,140,30,1563.75
23,0,160,47,5,2,1,399,32,955.0
23,0,156,94,2,0,2,134,52,1800.0
19,0,159,78,5,0,2,330,57,1678.75
25,1,183,93,1,0,0,314,46,1953.75
24,0,152,72,4,1,1,200,21,1350.0
18,0,157,63,4,1,2,156,60,1321.25
22,1,180,67,1,1,0,314,75,1490.0
29,0,160,89,4,2,0,255,32,1345.0
23,1,156,76,1,0,1,163,85,1625.0
21,1,151,57,5,2,1,161,54,1013.75
19,1,155,77,3,2,2,161,64,1248.75
21,1,181,78,4,0,2,193,19,1811.25
18,0,169,77,1,2,0,125,68,1336.25
24,0,183,49,1,0,0,220,72,1513.75
19,0,165,47,4,0,0,149,36,1406.25
19,0,174,51,2,0,2,351,88,1502.5
26,0,161,68,1,0,1,135,52,1556.25
22,1,156,66,4,2,2,388,63,1130.0
19,0,188,89,1,2,1,199,15,1570.0
28,0,166,67,2,2,2,235,50,1167.5
26,0,160,74,3,1,2,293,42,1410.0
26,1,155,62,2,2,1,320,49,1063.75
18,1,172,76,5,2,2,378,74,1350.0
28,0,176,51,4,1,2,154,76,1270.0
20,1,155,77,2,0,0,209,60,1643.75
21,0,187,49,3,0,1,248,75,1553.75
24,0,151,93,1,0,1,364,79,1753.75
27,1,171,72,4,1,0,261,40,1458.75
21,1,169,52,2,2,1,286,49,1076.25
19,0,174,59,3,2,0,228,71,1182.5
24,0,164,48,2,2,1,207,77,985.0
23,1,178,78,5,2,1,167,18,1382.5
20,0,157,49,4,1,1,165,56,1171.25
23,1,186,77,1,2,1,243,59,1422.5
28,0,182,49,3,0,0,152,53,1487.5
23,1,171,82,2,1,0,227,79,1578.75
29,0,154,78,4,1,1,306,36,1397.5
22,0,188,70,2,0,2,315,25,1765.0
21,1,167,45,4,0,0,167,51,1393.75
27,0,187,48,5,2,1,161,65,1113.75
29,0,186,83,2,0,0,309,72,1847.5
18,1,179,70,5,1,2,151,21,1533.75
27,0,180,77,3,1,2,215,22,1560.0
23,0,159,77,5,1,2,164,65,1448.75
19,0,164,52,4,2,1,229,37,1050.0
20,1,167,64,3,2,1,276,23,1188.75
25,1,172,60,2,0,2,377,60,1555.0
27,1,182,65,2,2,0,262,52,1257.5
23,0,165,89,4,2,0,251,27,1406.25
20,0,187,70,1,1,2,335,21,1568.75
24,0,184,67,1,1,1,257,25,1500.0
21,0,183,62,2,0,0,205,88,1658.75
26,1,177,75,4,1,0,354,64,1531.25
22,0,151,86,1,2,0,212,81,1293.75
20,0,179,56,5,0,1,129,55,1578.75
19,0,162,45,2,0,2,111,43,1367.5
28,1,165,86,5,1,1,276,51,1556.25
19,0,154,53,4,1,0,145,70,1197.5
20,0,177,47,5,1,2,270,30,1276.25
19,0,188,70,1,0,1,229,58,1780.0
21,0,169,53,1,1,2,344,64,1281.25
19,0,173,86,3,2,0,302,85,1446.25
27,1,176,60,2,0,1,325,20,1570.0
26,0,179,68,4,1,2,179,32,1468.75
19,0,176,94,2,2,1,134,33,1545.0
26,0,175,58,5,2,0,151,65,1143.75
23,0,156,47,4,1,2,260,80,1130.0
18,0,187,78,4,2,0,183,17,1458.75
21,0,154,77,1,0,2,125,68,1627.5
18,0,172,94,5,0,0,324,63,1925.0
23,0,177,68,1,2,0,253,42,1271.25
21,0,183,53,1,0,1,392,52,1568.75
20,0,164,57,3,1,0,194,42,1295.0
20,1,181,46,1,2,1,324,46,1096.25
26,1,175,51,2,0,0,366,55,1478.75
23,1,180,92,4,1,0,140,50,1735.0
26,1,168,65,1,1,0,232,50,1375.0
22,0,158,63,2,0,2,165,80,1507.5
19,1,178,69,5,2,1,309,24,1312.5
25,1,188,91,4,1,2,252,84,1765.0
22,0,153,66,5,1,1,271,86,1306.25
19,1,152,55,2,1,0,158,77,1210.0
21,1,178,77,5,1,2,283,36,1582.5
26,0,160,76,5,2,1,279,34,1230.0
21,0,182,65,5,0,0,111,47,1682.5
29,0,187,83,1,0,1,167,29,1853.75
29,1,160,64,1,0,1,301,21,1500.0
29,1,176,52,1,1,0,105,64,1280.0
21,0,182,86,4,2,2,114,24,1492.5
19,0,170,81,2,0,0,141,51,1777.5
29,1,188,53,1,2,2,130,73,1165.0
23,0,180,69,5,0,1,280,89,1700.0
28,1,187,69,5,1,1,361,77,1523.75
19,0,151,77,5,0,1,388,35,1618.75
29,0,176,46,5,1,2,120,51,1215.0
24,1,185,63,3,1,0,281,59,1471.25
20,0,160,90,4,0,2,283,28,1800.0
20,0,167,64,2,2,1,343,57,1183.75
22,0,150,86,2,1,1,248,47,1487.5
20,1,184,85,1,2,0,355,17,1505.0
19,0,184,86,3,0,2,199,58,1915.0
27,0,180,73,2,1,1,154,49,1520.0
26,0,177,50,4,2,2,285,39,1076.25
19,0,188,61,5,1,2,185,22,1490.0
28,0,150,69,1,0,0,273,76,1487.5
19,0,174,82,4,1,0,121,32,1612.5
25,1,187,48,2,0,1,343,42,1528.75
26,1,169,74,3,2,0,159,89,1271.25
24,0,152,64,1,1,2,203,26,1270.0
20,1,151,47,2,2,0,238,78,918.75
26,1,167,67,1,0,2,258,16,1588.75
20,0,159,62,2,0,1,331,73,1513.75
22,1,154,70,5,2,2,176,51,1157.5
26,1,158,80,3,2,0,117,18,1262.5
29,1,151,52,5,0,0,121,55,1323.75
20,1,183,61,2,2,1,283,59,1258.75
24,1,187,75,4,0,0,244,48,1803.75
29,1,180,81,5,2,1,137,27,1395.0
18,1,159,89,4,0,1,380,21,1798.75
21,1,161,77,2,0,0,387,46,1676.25
21,0,185,71,3,1,2,242,37,1561.25
24,0,170,89,4,0,1,112,63,1832.5
25,1,155,48,2,0,2,285,86,1328.75
18,1,152,66,4,1,0,366,61,1325.0
22,0,159,70,5,1,2,368,51,1383.75
24,1,154,76,2,2,2,196,62,1207.5
29,1,175,68,5,2,2,393,43,1233.75
21,0,170,90,1,0,2,100,51,1857.5
21,0,175,79,2,2,0,394,37,1378.75
21,0,187,81,4,2,0,126,52,1473.75
29,1,175,76,1,0,2,135,58,1713.75
23,1,157,51,5,1,0,259,19,1181.25
24,0,154,77,5,1,0,130,66,1412.5
19,0,164,75,4,0,1,226,54,1680.0
22,1,165,56,1,0,0,361,25,1486.25
21,0,150,55,3,0,2,309,16,1382.5
20,1,165,68,4,0,0,249,49,1616.25
24,1,186,52,5,0,0,130,59,1567.5
28,0,152,76,2,0,0,199,63,1570.0
29,0,180,82,1,2,0,318,49,1400.0
23,1,162,66,3,2,1,352,86,1162.5
24,0,165,78,2,2,2,270,46,1291.25
22,0,170,63,1,1,2,356,82,1382.5
23,0,151,64,4,0,0,156,85,1468.75
22,0,176,58,4,0,0,108,53,1570.0
24,1,187,77,1,2,1,104,62,1423.75
19,1,175,54,3,1,0,213,51,1343.75
28,1,187,60,1,2,1,364,74,1233.75
22,1,174,48,2,0,2,272,88,1462.5
23,0,160,71,2,0,2,319,18,1595.0
23,0,157,72,4,2,1,304,37,1186.25
22,1,157,87,1,2,2,123,28,1346.25
27,1,182,60,4,0,0,269,19,1607.5
24,0,156,77,3,2,0,202,80,1225.0
27,1,187,92,2,0,1,159,38,1958.75
25,1,170,63,5,2,2,185,32,1172.5
24,0,157,65,5,1,2,354,41,1311.25
22,1,170,66,1,0,1,264,38,1617.5
18,0,169,53,1,1,1,266,43,1296.25
22,0,157,53,5,2,2,183,25,1001.25
27,1,180,53,1,1,1,301,32,1325.0
19,0,178,71,2,2,0,189,18,1327.5
22,1,158,61,3,1,2,188,47,1292.5
22,0,164,88,3,1,1,219,56,1595.0
19,1,179,89,4,1,1,255,46,1718.75
22,1,175,52,2,0,1,287,65,1508.75
21,1,159,60,1,1,2,287,18,1293.75
18,0,178,62,1,2,0,361,34,1242.5
20,0,165,77,4,2,0,151,81,1301.25
18,1,185,45,4,0,2,239,82,1521.25
29,0,169,56,1,0,1,118,76,1471.25
28,1,186,50,1,2,2,174,72,1127.5
22,1,171,85,2,1,2,329,61,1613.75
21,0,156,49,4,2,1,229,89,960.0
24,1,172,60,2,0,2,154,73,1560.0
22,0,189,62,1,0,0,370,20,1691.25
27,1,178,93,5,2,2,199,54,1512.5
21,0,165,62,5,1,1,168,37,1346.25
19,1,187,45,1,1,2,398,66,1328.75
21,1,177,63,4,0,0,116,18,1636.25
29,0,187,52,5,2,2,215,51,1143.75
19,1,180,47,4,2,2,251,56,1105.0
25,1,163,69,5,0,2,215,58,1588.75
20,0,182,49,4,2,2,129,56,1127.5
26,1,158,84,5,0,1,150,43,1702.5
21,0,176,63,4,1,0,159,33,1425.0
23,1,173,62,2,1,0,328,46,1391.25
27,0,162,94,4,2,0,358,58,1417.5
22,1,175,75,2,1,2,104,69,1538.75
27,1,178,77,2,1,0,127,19,1552.5
18,1,177,91,1,0,1,353,60,1931.25
26,0,177,62,2,0,2,330,59,1596.25
18,0,157,83,3,2,2,299,35,1321.25
25,0,172,60,2,0,0,370,36,1550.0
26,0,178,60,4,2,2,145,44,1182.5
26,1,154,91,2,2,2,127,37,1347.5
18,1,156,82,4,0,0,106,19,1710.0
19,0,185,85,4,1,1,331,77,1711.25
29,0,176,51,3,1,1,298,73,1265.0
18,0,151,58,2,1,0,193,66,1233.75
27,1,174,87,2,1,1,181,79,1627.5
19,0,158,92,5,2,1,187,53,1412.5
27,0,176,69,5,1,1,285,17,1455.0
29,1,150,76,1,2,2,342,56,1157.5
25,1,172,82,4,0,2,167,85,1775.0
22,0,159,66,3,0,2,286,41,1543.75
29,1,174,60,5,2,1,338,42,1147.5
28,0,152,73,2,1,2,317,68,1340.0
24,1,155,60,1,2,1,207,29,1053.75
19,0,155,56,3,1,0,137,67,1233.75
25,0,151,61,2,1,1,375,86,1228.75
28,0,167,81,2,2,2,109,84,1313.75
23,0,172,71,4,2,1,125,18,1270.0
25,1,151,69,4,1,2,147,31,1313.75
18,1,161,57,5,2,2,113,48,1091.25
18,1,171,52,5,1,0,199,20,1303.75
29,1,186,49,2,2,0,286,50,1112.5
24,0,169,56,2,0,2,111,53,1496.25
25,0,188,85,5,1,1,378,80,1700.0
20,1,173,47,5,0,0,266,22,1456.25
22,1,169,79,2,2,0,221,29,1341.25
29,1,150,77,3,0,2,194,77,1567.5
18,1,150,66,2,2,1,124,79,1112.5
24,1,166,94,3,1,0,116,73,1662.5
22,0,150,88,3,2,0,128,24,1307.5
25,0,179,53,2,2,1,171,21,1123.75
25,0,152,85,1,1,0,369,88,1475.0
26,1,160,62,5,2,1,349,26,1095.0
24,1,173,94,4,1,2,394,60,1706.25
28,1,171,73,2,2,0,243,46,1263.75
18,1,175,83,3,1,2,373,46,1638.75
20,0,162,71,2,0,1,322,75,1622.5
25,0,150,80,5,2,2,174,83,1212.5
20,1,173,89,3,2,2,201,75,1476.25
25,0,159,61,4,2,2,119,60,1078.75
18,0,184,78,4,1,1,216,82,1640.0
22,1,173,90,4,2,1,273,69,1476.25
21,1,177,47,1,1,1,272,15,1276.25
22,1,185,49,3,2,1,103,81,1141.25
25,1,165,58,3,0,1,247,63,1491.25
27,1,189,47,1,2,0,213,39,1121.25
21,1,165,67,3,0,0,266,30,1601.25
28,0,166,83,1,1,0,399,27,1527.5
21,0,164,74,2,0,2,217,66,1660.0
20,1,165,94,5,2,2,199,50,1476.25
24,0,164,89,4,2,1,373,86,1395.0
20,1,183,67,1,1,1,274,58,1518.75
29,1,160,71,1,2,0,258,61,1170.0
20,1,150,54,1,2,1,326,34,982.5
28,1,164,69,2,1,2,137,32,1380.0
27,0,175,57,1,1,1,297,68,1328.75
22,1,153,60,5,0,0,235,26,1451.25
22,0,154,85,5,1,1,203,39,1502.5
23,1,184,78,4,2,2,292,74,1420.0
25,1,162,81,2,1,0,349,89,1502.5
27,1,159,66,5,2,1,112,48,1123.75
23,0,160,61,3,0,2,154,27,1495.0
29,1,167,67,3,1,0,184,52,1373.75
18,1,183,80,3,2,0,208,26,1458.75
25,1,188,93,1,1,2,142,50,1785.0
25,0,172,53,1,1,1,170,42,1280.0
26,0,156,46,3,1,1,367,53,1105.0
26,0,188,76,4,1,1,158,57,1605.0
19,1,152,94,4,0,0,143,45,1800.0
19,0,161,66,1,2,0,371,16,1171.25
20,1,156,87,3,1,1,113,56,1550.0
18,0,175,57,4,2,0,211,45,1173.75
21,0,182,52,1,0,0,327,75,1552.5
21,1,186,45,3,2,2,268,70,1112.5
26,0,164,61,2,2,1,390,28,1105.0
26,1,151,56,3,0,1,345,28,1378.75
26,1,156,48,3,1,1,365,43,1130.0
27,0,181,57,5,2,0,342,64,1166.25
24,1,153,75,5,2,0,257,64,1191.25
19,1,169,85,2,1,0,399,77,1616.25
27,0,185,51,2,1,1,117,87,1331.25
22,0,181,67,3,2,0,182,79,1291.25
21,1,177,68,4,0,1,330,82,1686.25
29,0,162,49,2,1,0,352,85,1157.5
28,1,150,49,3,1,1,266,25,1092.5
25,1,184,61,1,0,2,141,28,1640.0
19,0,179,74,5,2,0,348,17,1363.75
23,0,185,53,4,1,1,347,22,1371.25
22,0,174,50,3,2,2,385,57,1077.5
29,0,165,69,1,2,2,119,23,1176.25
19,1,168,63,5,2,0,141,33,1190.0
28,1,150,60,1,0,1,186,26,1402.5
27,0,154,65,3,2,0,360,41,1077.5
18,0,171,46,2,2,2,396,72,1038.75
25,1,173,54,5,1,0,339,39,1301.25
19,1,186,60,1,1,1,266,59,1472.5
24,1,185,81,2,0,2,318,62,1851.25
26,1,185,59,4,0,0,232,64,1621.25
26,0,153,57,3,1,0,306,58,1196.25
25,1,185,57,3,1,0,150,73,1406.25
28,1,167,76,5,0,0,205,47,1668.75
29,0,165,89,1,2,0,283,42,1376.25
27,1,167,91,4,0,2,300,32,1823.75
26,1,171,90,5,2,2,110,69,1443.75
19,0,151,52,5,1,1,353,47,1168.75
23,0,170,87,1,1,0,249,29,1617.5
21,0,185,62,4,1,1,195,75,1471.25
21,1,188,80,1,2,2,205,25,1475.0
22,1,188,70,3,0,0,242,50,1770.0
29,0,178,54,2,2,1,265,29,1107.5
20,0,175,75,3,0,0,100,67,1743.75
18,1,170,77,3,0,0,145,76,1747.5
25,0,166,73,5,0,1,341,62,1642.5
22,0,165,49,3,1,2,377,29,1211.25
20,0,180,57,4,0,1,102,77,1595.0
27,1,158,45,3,1,1,241,57,1107.5
24,1,180,67,4,0,1,160,64,1680.0
24,1,163,84,1,0,0,393,74,1743.75
18,1,186,47,5,1,2,324,73,1347.5
29,1,151,47,4,1,2,269,29,1073.75
26,1,163,51,3,2,0,233,43,1003.75
19,0,182,80,5,0,2,140,89,1842.5
22,1,184,79,5,1,1,330,54,1635.0
22,1,188,59,4,2,2,325,45,1260.0
25,0,169,84,4,2,0,238,87,1371.25
25,1,151,47,2,1,2,209,25,1093.75
24,1,168,73,2,0,0,396,76,1665.0
24,0,186,74,5,2,1,156,89,1382.5
29,0,167,83,2,0,0,222,22,1728.75
28,0,165,62,3,0,2,339,65,1511.25
23,1,153,55,1,2,1,185,71,996.25
23,0,161,87,5,1,2,275,18,1561.25
28,1,178,93,1,0,0,162,50,1907.5
26,1,156,82,2,1,1,138,33,1470.0
23,1,163,84,4,2,0,237,38,1348.75
29,1,161,45,5,0,2,340,55,1316.25
19,0,184,73,2,1,0,325,63,1585.0
19,0,154,54,3,1,2,305,60,1207.5
22,1,166,72,5,0,2,263,50,1652.5
21,0,181,75,5,1,1,126,24,1576.25
28,1,159,63,4,1,1,282,21,1288.75
19,1,166,47,5,2,0,297,26,1017.5
20,1,154,80,4,2,2,206,62,1267.5
24,0,158,87,2,1,2,288,51,1537.5
25,1,182,59,3,1,1,135,89,1407.5
29,1,185,77,3,0,1,184,50,1786.25
23,0,185,85,5,2,1,254,74,1491.25
28,0,167,87,5,0,1,268,22,1773.75
22,0,158,89,2,1,0,383,21,1567.5
18,0,178,70,4,0,0,371,57,1722.5
25,1,163,60,3,1,0,134,72,1298.75
20,0,174,80,4,2,0,283,60,1387.5
23,1,164,77,2,2,1,198,48,1285.0
20,0,155,64,3,1,0,336,86,1308.75
24,0,178,57,3,2,0,221,36,1162.5
24,0,164,77,1,1,0,122,35,1475.0
29,0,178,49,2,0,1,162,29,1457.5
26,0,153,81,2,1,2,249,19,1436.25
22,0,167,58,1,0,1,294,31,1513.75
25,1,188,71,4,1,2,179,86,1565.0
27,0,165,67,1,2,2,252,33,1166.25
27,0,160,58,2,1,0,116,19,1245.0
25,0,163,84,4,1,0,138,37,1533.75
18,0,152,48,3,1,0,301,28,1140.0
29,1,187,83,1,2,1,379,24,1458.75
22,0,167,63,4,1,1,187,45,1363.75
20,0,169,91,4,2,0,399,27,1466.25
18,0,174,48,4,1,1,391,36,1277.5
21,0,187,74,1,0,1,169,51,1803.75
25,1,162,63,3,1,2,223,53,1322.5
20,0,153,75,4,0,1,179,24,1606.25
27,1,163,75,1,2,2,144,45,1238.75
19,0,182,53,2,2,0,332,57,1172.5
28,1,177,57,1,1,1,253,50,1341.25
26,1,186,58,1,2,2,279,49,1217.5
27,0,157,90,1,1,1,130,82,1546.25
22,0,183,54,4,2,2,184,69,1173.75
24,1,154,92,1,0,2,144,82,1767.5
28,1,154,75,2,2,1,342,61,1177.5
28,0,180,81,4,0,0,139,20,1795.0
19,1,158,67,2,1,2,281,42,1367.5
26,1,181,71,5,1,0,396,44,1516.25
26,1,182,50,1,1,1,180,41,1312.5
21,0,152,70,4,0,1,137,83,1545.0
21,1,179,46,4,1,0,156,53,1278.75
23,1,161,89,1,1,1,129,49,1586.25
27,1,178,57,3,0,2,365,58,1552.5
27,0,152,94,3,2,0,326,29,1355.0
27,0,175,63,2,1,1,391,46,1388.75
23,1,179,45,1,2,1,153,43,1058.75
29,0,158,84,1,2,0,196,77,1282.5
18,1,175,76,5,1,2,103,20,1568.75
26,0,151,66,3,1,0,190,41,1273.75
19,0,152,92,3,0,1,188,42,1775.0
22,1,153,73,1,0,1,191,19,1581.25
26,0,174,46,2,1,0,249,55,1217.5
21,0,162,84,1,2,2,333,70,1347.5
28,0,188,82,2,0,2,158,68,1855.0
20,1,184,92,3,0,2,284,32,1975.0
24,0,172,55,5,1,0,143,57,1305.0
23,0,158,61,4,1,2,279,88,1282.5
25,1,151,87,3,1,2,175,43,1493.75
20,0,180,52,2,1,2,243,24,1345.0
22,0,151,66,1,0,2,200,20,1493.75
27,0,181,48,3,0,1,371,18,1476.25
21,0,167,55,5,0,0,154,48,1488.75
21,0,162,52,2,2,0,288,47,1027.5
21,1,154,53,1,0,2,176,18,1392.5
27,1,159,70,4,0,0,395,58,1563.75
25,0,174,46,2,1,0,318,45,1222.5
23,0,183,60,1,0,1,376,80,1628.75
20,0,186,75,4,0,0,165,72,1812.5
27,1,179,50,1,0,1,235,74,1488.75
22,1,156,65,4,1,0,333,16,1320.0
23,0,155,70,4,0,1,298,50,1553.75
22,0,152,63,4,0,1,365,84,1470.0
23,1,162,72,1,2,0,142,74,1222.5
25,0,152,52,4,2,1,327,37,945.0
24,1,175,58,2,2,1,326,61,1158.75
22,1,173,68,5,2,0,162,60,1256.25
27,0,155,92,5,1,1,270,58,1553.75
23,1,161,88,4,2,1,349,33,1376.25
21,0,185,81,5,0,1,349,63,1861.25
29,0,151,70,5,2,1,337,72,1098.75
26,0,160,75,4,1,1,155,21,1420.0
21,0,188,76,4,2,2,270,55,1430.0
18,0,183,94,2,2,1,133,29,1593.75
24,0,175,85,3,1,1,229,67,1623.75
24,1,167,46,1,1,1,229,37,1188.75
21,1,170,69,4,1,1,250,87,1452.5
20,1,185,88,4,1,0,242,79,1741.25
25,1,189,46,5,1,2,217,74,1321.25
22,0,171,86,2,1,0,303,24,1618.75
27,1,179,45,5,0,2,334,72,1438.75
24,1,179,80,4,2,1,116,61,1403.75
21,1,157,56,4,2,1,181,29,1041.25
21,0,183,53,5,1,2,113,23,1368.75
25,1,158,80,4,1,2,180,27,1467.5
25,0,169,85,3,0,0,306,37,1781.25
19,1,189,72,1,0,2,303,47,1811.25
19,0,174,82,1,1,1,371,23,1612.5
20,0,168,77,1,0,0,131,17,1720.0
29,1,154,86,3,0,2,122,87,1682.5
29,0,160,90,4,1,2,201,39,1555.0
20,0,164,66,5,1,0,261,85,1385.0
18,1,157,69,2,1,2,197,50,1386.25
20,1,168,62,4,1,1,243,34,1375.0
23,1,172,50,3,2,0,203,68,1065.0
25,0,176,62,3,2,2,270,33,1195.0
29,0,189,60,1,1,1,163,74,1436.25
27,0,181,59,4,0,2,343,51,1586.25
23,1,175,92,1,1,0,170,17,1703.75
22,0,176,52,2,2,2,373,33,1110.0
21,0,168,57,1,0,2,224,67,1515.0
20,0,178,87,2,2,2,206,60,1482.5
21,0,188,51,3,1,1,247,70,1380.0
24,0,182,61,1,2,1,291,84,1227.5
18,0,168,94,1,2,2,325,45,1500.0
24,0,186,76,5,2,2,341,67,1402.5
18,1,168,66,3,0,0,383,48,1625.0
19,1,182,57,5,2,2,262,45,1217.5
21,1,165,91,2,0,0,107,74,1841.25
18,0,172,67,2,1,1,251,25,1455.0
28,0,156,73,3,1,2,194,20,1365.0
29,1,175,66,2,2,0,313,41,1213.75
28,0,181,45,3,0,1,163,21,1441.25
28,1,161,73,2,1,0,164,63,1401.25
26,0,157,92,4,0,1,369,86,1771.25
29,0,154,49,1,0,2,124,74,1307.5
23,1,177,79,4,2,0,199,47,1386.25
18,1,154,54,3,2,2,204,61,1017.5
18,1,175,63,3,0,0,230,58,1638.75
23,1,154,81,4,0,1,118,41,1662.5
21,1,171,51,1,2,0,324,36,1078.75
21,0,164,90,1,0,0,205,61,1820.0
28,0,162,79,5,2,2,153,62,1262.5
23,0,177,89,2,0,2,325,44,1881.25
29,1,182,57,5,2,2,114,16,1167.5
28,1,172,54,1,0,1,147,29,1480.0
24,1,182,46,4,2,2,238,61,1082.5
26,1,167,50,2,0,0,133,41,1418.75
27,1,179,52,4,1,1,309,85,1308.75
22,1,175,80,5,1,2,118,41,1588.75
26,0,165,69,3,0,0,295,27,1591.25
21,0,162,88,4,1,0,214,69,1587.5
27,0,188,91,5,0,1,174,31,1950.0
19,0,182,84,5,0,0,249,89,1882.5
20,0,175,51,5,1,2,135,73,1303.75
28,1,150,90,3,0,0,341,24,1702.5
18,1,187,67,3,2,2,250,47,1353.75
23,1,151,63,3,0,2,162,51,1463.75
23,1,155,90,2,0,1,253,22,1758.75
18,1,187,66,3,1,0,287,47,1543.75
28,1,173,57,3,2,1,322,21,1116.25
20,0,167,65,3,0,1,192,48,1593.75
22,1,176,45,4,0,1,104,85,1445.0
20,1,157,63,3,0,2,265,21,1516.25
27,1,177,77,2,0,2,124,55,1746.25
20,1,159,48,5,0,2,197,69,1378.75
27,0,166,86,4,0,2,367,21,1762.5
20,0,178,47,1,2,0,249,32,1082.5
22,1,155,71,3,2,0,351,57,1173.75
22,0,163,85,5,0,2,183,54,1758.75
21,0,171,79,5,0,2,384,67,1753.75
18,1,155,72,4,1,0,271,28,1403.75
22,1,175,50,1,2,1,320,35,1088.75
27,1,188,50,2,2,1,208,71,1145.0
22,1,161,88,5,0,2,126,60,1781.25
21,1,184,67,5,2,1,345,40,1320.0
23,0,163,77,5,2,2,154,38,1273.75
27,1,171,60,5,1,2,232,19,1338.75
21,1,172,68,4,1,2,151,56,1455.0
24,1,156,49,1,2,0,352,57,950.0
24,0,189,85,5,2,1,368,46,1511.25
19,1,174,86,2,2,0,397,20,1457.5
20,1,162,57,2,0,1,178,88,1487.5
18,1,170,91,3,1,0,117,81,1687.5
25,0,159,56,5,0,0,357,21,1428.75
26,1,158,49,5,1,2,206,43,1152.5
21,1,164,81,5,1,2,146,48,1535.0
23,1,151,75,5,1,0,345,21,1383.75
26,0,174,72,5,2,1,188,72,1277.5
23,1,162,72,2,1,1,302,45,1422.5
